[DEBUG] [2023-02-19 04:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1710c7017618493ca6148089444a4d5b, msgType : 19
[DEBUG] [2023-02-19 04:54:04] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 123, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 84a803d533434d6d888deb1719be0f8e, msgType : 19
[DEBUG] [2023-02-19 04:54:04] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f43d8a7079864d2f9c619850719485d2, msgType : 19
[DEBUG] [2023-02-19 04:54:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:05] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:05] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 124, groupId: 1
[DEBUG] [2023-02-19 04:54:05] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 124, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 125, groupId: 1
[DEBUG] [2023-02-19 04:54:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 125, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 124, groupId: 1
[DEBUG] [2023-02-19 04:54:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 125, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 09090c7387414361a5212abdcec0a1cf, msgType : 19
[DEBUG] [2023-02-19 04:54:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9e3715bbaa5a4513aa94320f2b97d64d, msgType : 19
[DEBUG] [2023-02-19 04:54:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:07] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:07] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 125, groupId: 1
[DEBUG] [2023-02-19 04:54:07] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 125, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 126, groupId: 1
[DEBUG] [2023-02-19 04:54:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 126, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 126, groupId: 1
[DEBUG] [2023-02-19 04:54:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 126, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a3343c52043b49c4a609e09bea77e351, msgType : 19
[DEBUG] [2023-02-19 04:54:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a381b77105174fc7b12d93e8671fa177, msgType : 19
[DEBUG] [2023-02-19 04:54:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:09] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:09] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 127, groupId: 1
[DEBUG] [2023-02-19 04:54:09] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 127, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:09] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:09] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 127, groupId: 1
[DEBUG] [2023-02-19 04:54:09] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 127, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 128, groupId: 1
[DEBUG] [2023-02-19 04:54:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 128, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 128, groupId: 1
[DEBUG] [2023-02-19 04:54:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 128, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a51114aeadfb47b9a8f8805e6512c798, msgType : 19
[DEBUG] [2023-02-19 04:54:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ff0a681d1e4e44ada20d879f66d9ccd9, msgType : 19
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 129, groupId: 1
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 129, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 129, groupId: 1
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 129, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 130, groupId: 1
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 130, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:11] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 130, groupId: 1
[DEBUG] [2023-02-19 04:54:11] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 130, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:12] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:12] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 131, groupId: 1
[DEBUG] [2023-02-19 04:54:12] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 131, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:12] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:12] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 131, groupId: 1
[DEBUG] [2023-02-19 04:54:12] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 131, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9abd5630106145c396d3e16602161e01, msgType : 19
[DEBUG] [2023-02-19 04:54:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d03e5faa1df443908ab3f9d6d47fb61e, msgType : 19
[DEBUG] [2023-02-19 04:54:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c40346812f5a4338985872047b85f02b, msgType : 18
[DEBUG] [2023-02-19 04:54:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 11291f88500948c2bbe9b1206a14a00c, msgType : 18
[DEBUG] [2023-02-19 04:54:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:14] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:14] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 132, groupId: 1
[DEBUG] [2023-02-19 04:54:14] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 132, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:14] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:14] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 132, groupId: 1
[DEBUG] [2023-02-19 04:54:14] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 132, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a2f6ccc188d84eebbbe0e37cb1dfbec9, msgType : 19
[DEBUG] [2023-02-19 04:54:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0f89a9ef737e4a4498313309c85eef83, msgType : 19
[DEBUG] [2023-02-19 04:54:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:15] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:15] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 133, groupId: 1
[DEBUG] [2023-02-19 04:54:15] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 133, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:15] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:15] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 133, groupId: 1
[DEBUG] [2023-02-19 04:54:15] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 133, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:16] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:16] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 134, groupId: 1
[DEBUG] [2023-02-19 04:54:16] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 134, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:16] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:16] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 134, groupId: 1
[DEBUG] [2023-02-19 04:54:16] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 134, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bd49d6bf584c43c29372cd5588bb8c3e, msgType : 19
[DEBUG] [2023-02-19 04:54:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d19bfc5db38f439da34ee48ca8979f79, msgType : 19
[DEBUG] [2023-02-19 04:54:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:17] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:17] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 135, groupId: 1
[DEBUG] [2023-02-19 04:54:17] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 135, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:17] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:17] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 135, groupId: 1
[DEBUG] [2023-02-19 04:54:17] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 135, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:18] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:18] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 136, groupId: 1
[DEBUG] [2023-02-19 04:54:18] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 136, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:18] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:18] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 136, groupId: 1
[DEBUG] [2023-02-19 04:54:18] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 136, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f05b9be4390f4080bf662cc80788e479, msgType : 19
[DEBUG] [2023-02-19 04:54:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 037cdf2e4ca347b1bb60413d12c22e6a, msgType : 19
[DEBUG] [2023-02-19 04:54:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1f6ca6d34177407192c25aa4cd37b99c, msgType : 19
[DEBUG] [2023-02-19 04:54:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4f2f6e9b200b49d5aafe8b5c2beeb42d, msgType : 19
[DEBUG] [2023-02-19 04:54:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:22] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:22] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 137, groupId: 1
[DEBUG] [2023-02-19 04:54:22] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 137, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:22] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:22] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 137, groupId: 1
[DEBUG] [2023-02-19 04:54:22] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 137, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f3ccb6f96916403588d25c28dcd46c2f, msgType : 19
[DEBUG] [2023-02-19 04:54:22] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d8835ac6544a42bd85c1f4ce079bf896, msgType : 19
[DEBUG] [2023-02-19 04:54:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:23] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:23] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 138, groupId: 1
[DEBUG] [2023-02-19 04:54:23] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 138, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:24] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:24] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 139, groupId: 1
[DEBUG] [2023-02-19 04:54:24] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 139, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:24] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:24] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 138, groupId: 1
[DEBUG] [2023-02-19 04:54:24] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 139, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-02-19 04:54:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6384fa23689b4ab89e9025a7e24ac22f, msgType : 19
[DEBUG] [2023-02-19 04:54:24] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 601f003411d845d3806b984f722a8307, msgType : 19
[DEBUG] [2023-02-19 04:54:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:25] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-02-19 04:54:25] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 139, groupId: 1
[DEBUG] [2023-02-19 04:54:25] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 139, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-02-19 04:54:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5b93810533c2451fb37345b74a6487a3, msgType : 19
[DEBUG] [2023-02-19 04:54:26] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 206f2f35451d4e73981e4d7e1d8d309d, msgType : 19
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-02-19 04:54:28] ChannelMsgHandler.onMessage(156) |  call 
