[DEBUG] [2023-01-31 16:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b913026b12d14203a60eb2bed3b34f0a, msgType : 19
[DEBUG] [2023-01-31 16:54:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1524a17ec65e4f9d86f49e5562707dd7, msgType : 19
[DEBUG] [2023-01-31 16:54:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 685164a1994d4833b5751b6c87a1b222, msgType : 19
[DEBUG] [2023-01-31 16:54:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b12aa8827502431daf65b5700c9cf7eb, msgType : 19
[DEBUG] [2023-01-31 16:54:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a151bc9bf76946d19c92a22bdd4327e8, msgType : 19
[DEBUG] [2023-01-31 16:54:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bd2792df698a47d0a8a2c6c9ece11365, msgType : 19
[DEBUG] [2023-01-31 16:54:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f4b05c5a1413436ca5eee0d7d6fb5428, msgType : 19
[DEBUG] [2023-01-31 16:54:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f7ccff1b77e843f488a6d9a2eaa95cf2, msgType : 19
[DEBUG] [2023-01-31 16:54:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 54f169ef80fb4fee844e6ce9508929d1, msgType : 19
[DEBUG] [2023-01-31 16:54:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bd0f214f0fea48c3bdbbe5b0b83c2958, msgType : 19
[DEBUG] [2023-01-31 16:54:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2d1b055b4b3946ada38e69d74810bf2d, msgType : 19
[DEBUG] [2023-01-31 16:54:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 83021a2b1f6d4d11ab1bed6c3169eef9, msgType : 19
[DEBUG] [2023-01-31 16:54:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dd728756904c49f09ef1f5235afe1657, msgType : 19
[DEBUG] [2023-01-31 16:54:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 461bf46416c044e0a2faa7a4881b1e83, msgType : 19
[DEBUG] [2023-01-31 16:54:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 310bdac6d41a42c2bc340c3032c93813, msgType : 19
[DEBUG] [2023-01-31 16:54:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 419ea3ec594748e8a346766c4a80ce66, msgType : 19
[DEBUG] [2023-01-31 16:54:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fd5220ea914d438782f7a783a09310ad, msgType : 19
[DEBUG] [2023-01-31 16:54:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b7c92c92ce9f4d3b84bc4ea8e9d28c9a, msgType : 19
[DEBUG] [2023-01-31 16:54:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c8be6b8420334b738597eeb1b5c19882, msgType : 19
[DEBUG] [2023-01-31 16:54:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ece4238714c24102a516b1a93ca632f5, msgType : 19
[DEBUG] [2023-01-31 16:54:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 91a5f24419434f41a064ac2117a60d81, msgType : 19
[DEBUG] [2023-01-31 16:54:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6ea129b1f9de4a93a2e0268f090031e7, msgType : 19
[DEBUG] [2023-01-31 16:54:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b4bd7135b28b4672aff098b6dfaabadf, msgType : 19
[DEBUG] [2023-01-31 16:54:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 47354b8b21b149d6ac5173c134573a46, msgType : 19
[DEBUG] [2023-01-31 16:54:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c383e25074444f408a5505bba6dffcb6, msgType : 19
[DEBUG] [2023-01-31 16:54:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : cafaab2a381b41138cdd4a9577a1e744, msgType : 19
[DEBUG] [2023-01-31 16:54:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ef56053815e64408b5cb6af98a8214d3, msgType : 19
[DEBUG] [2023-01-31 16:54:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 09aeceba4a954e689e07efb9cdd56730, msgType : 19
[DEBUG] [2023-01-31 16:54:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e315321775ba414483c5b6a516936df5, msgType : 19
[DEBUG] [2023-01-31 16:54:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cee24a05aa164724b91c610b9773c5e6, msgType : 19
[DEBUG] [2023-01-31 16:54:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9c64d152c8d74c1895db26b9429592c7, msgType : 19
[DEBUG] [2023-01-31 16:54:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 74bf4ee2b50347ca840d11da2368326c, msgType : 19
[DEBUG] [2023-01-31 16:54:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 88c41a6ca86544d1baaed944c752f813, msgType : 19
[DEBUG] [2023-01-31 16:54:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c083981a0f8248709ac750ccbe56c17a, msgType : 19
[DEBUG] [2023-01-31 16:54:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e433b662fbe944ca89a7560ff792198c, msgType : 19
[DEBUG] [2023-01-31 16:54:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 649742d8ed0542029f109904c6136e73, msgType : 19
[DEBUG] [2023-01-31 16:54:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5148175b3f6f4f2aa6422a5ef835bb38, msgType : 19
[DEBUG] [2023-01-31 16:54:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a0f0fc8ddb5040bfad4edb3c3770966e, msgType : 19
[DEBUG] [2023-01-31 16:54:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7df1f4aa7d2e4a88ab02b217feec2b63, msgType : 19
[DEBUG] [2023-01-31 16:54:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6e52574880ca4938903355be3c020f59, msgType : 19
[DEBUG] [2023-01-31 16:54:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d52ef12524b1418e89071070149c21ca, msgType : 19
[DEBUG] [2023-01-31 16:54:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2a5e83656ebb4d9b83d749ff2029d42f, msgType : 19
[DEBUG] [2023-01-31 16:54:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8d84a1735a8844a58762e3c19d77ad6d, msgType : 19
[DEBUG] [2023-01-31 16:54:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 30e0b3c522424fe889e2c3308df9f7b5, msgType : 19
[DEBUG] [2023-01-31 16:54:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ff410c70cb7d44fa9e9607de3ffdfd30, msgType : 19
[DEBUG] [2023-01-31 16:54:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4295d3d6d70948e988c872edd25e635d, msgType : 19
[DEBUG] [2023-01-31 16:54:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bd01555ecff74bcaab5855d2b5ba290b, msgType : 19
[DEBUG] [2023-01-31 16:54:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6799db8c9b5445cb8431662651a75252, msgType : 19
[DEBUG] [2023-01-31 16:54:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9353d98787f14dab99af2079f1d49751, msgType : 19
[DEBUG] [2023-01-31 16:54:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c3e1eb4e6a524f13b6d7f5462b8cec1e, msgType : 19
[DEBUG] [2023-01-31 16:54:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e9bf73e0df2e4e71b0b40d3e45ad4936, msgType : 19
[DEBUG] [2023-01-31 16:54:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 48a8715a54ba4946a70f8dd49eb64cf8, msgType : 19
[DEBUG] [2023-01-31 16:54:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c830f528d600479a9a33e8f3eb6c0eec, msgType : 19
[DEBUG] [2023-01-31 16:55:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bcf8c559639341c3bbab2c0c9a288ff0, msgType : 19
[DEBUG] [2023-01-31 16:55:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d0e7cd4911c14490ad4f3488375def6f, msgType : 19
[DEBUG] [2023-01-31 16:55:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 11963ccee931436383282a1baedb1752, msgType : 19
[DEBUG] [2023-01-31 16:55:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1e631f5531ad4d48af68b1671dd5c63f, msgType : 19
[DEBUG] [2023-01-31 16:55:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 44a0c3f0f9994f538130339045616958, msgType : 19
[DEBUG] [2023-01-31 16:55:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d675a96e09e3480d829a64e909465d77, msgType : 19
[DEBUG] [2023-01-31 16:55:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6cd8c42bce994423a18637dba495aae8, msgType : 18
[DEBUG] [2023-01-31 16:55:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1a83bb70083049158bfae1f878e738ef, msgType : 18
[DEBUG] [2023-01-31 16:55:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bac3d6aa93984409842ba1e2a90cb054, msgType : 19
[DEBUG] [2023-01-31 16:55:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca53f82248d6452d9733dd79692365e2, msgType : 19
[DEBUG] [2023-01-31 16:55:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3a46f218a9e1409b89f4e1ac432dc90d, msgType : 19
[DEBUG] [2023-01-31 16:55:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d55a9aa6afb84f2bb6eb1e117cf1cd83, msgType : 19
[DEBUG] [2023-01-31 16:55:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 507fe237f8424144b16b12adce710954, msgType : 19
[DEBUG] [2023-01-31 16:55:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c888d07b698148e9a67e8b61245543a8, msgType : 19
[DEBUG] [2023-01-31 16:55:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0b098618b04543a3a914924943e2116b, msgType : 19
[DEBUG] [2023-01-31 16:55:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fb723a63a9f44c4299869f47ebf322b2, msgType : 19
[DEBUG] [2023-01-31 16:55:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4978f404dd7b4c5e9c53ab37abc21ddc, msgType : 19
[DEBUG] [2023-01-31 16:55:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a151febb44db44e58aa54b2883cc4f22, msgType : 19
[DEBUG] [2023-01-31 16:55:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a07ae8d7e8b5497492df3cba6f3c0df3, msgType : 19
[DEBUG] [2023-01-31 16:55:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 840ad2d47b9449e3a96822a9a56733a4, msgType : 19
[DEBUG] [2023-01-31 16:55:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : aa0e2b82f0c14b79b791842b3702b90d, msgType : 19
[DEBUG] [2023-01-31 16:55:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7ebf65a72be64758b0142633ce04cd4d, msgType : 19
[DEBUG] [2023-01-31 16:55:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8419a49a8d474aceacb5a90fb9fbb2bc, msgType : 19
[DEBUG] [2023-01-31 16:55:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7a0d56c258c14a4fad7cc09206b1cbac, msgType : 19
[DEBUG] [2023-01-31 16:55:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 40ec25fe136447769edc8e077f4e2a91, msgType : 19
[DEBUG] [2023-01-31 16:55:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5d0727fcf4a748ee933967c8b746762a, msgType : 19
[DEBUG] [2023-01-31 16:55:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 577da1c82da5406ca651bc65fea34dba, msgType : 19
[DEBUG] [2023-01-31 16:55:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c69fb659467649ea9a91c33bb296e1cf, msgType : 19
[DEBUG] [2023-01-31 16:55:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c64d43f42caa449a8bd2d0e6f0f211ee, msgType : 19
[DEBUG] [2023-01-31 16:55:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f02d760a28a74571b1fc62ad106cad13, msgType : 19
[DEBUG] [2023-01-31 16:55:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 205f372b9b1a4be3b86ee2597a35e4de, msgType : 19
[DEBUG] [2023-01-31 16:55:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 06b6936f23de4050a5cad4e4d10bc124, msgType : 19
[DEBUG] [2023-01-31 16:55:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fa1390087fe84c2593dc3c90f835dcbe, msgType : 19
[DEBUG] [2023-01-31 16:55:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9b10c2fa32e14a00be3b5c94f06805de, msgType : 19
[DEBUG] [2023-01-31 16:55:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 77fa1ef0919947e880f29d4450b9e8e9, msgType : 19
[DEBUG] [2023-01-31 16:55:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 59fc8188a77e4ca29c276ad3ee1cad8a, msgType : 19
[DEBUG] [2023-01-31 16:55:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 38ec033c61034548aabe54d4869a677d, msgType : 19
[DEBUG] [2023-01-31 16:55:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bd42fb85d19a419cb37676821552529a, msgType : 19
[DEBUG] [2023-01-31 16:55:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e3231c1a24734950b36e1f78b7a64bc5, msgType : 19
[DEBUG] [2023-01-31 16:55:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 52227a8fcdbe46119ef3e881c93fddd1, msgType : 19
[DEBUG] [2023-01-31 16:55:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ed62664c1ab74f4e81296c763044ffb2, msgType : 19
[DEBUG] [2023-01-31 16:55:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 05e997e689704325b49f895338b8454d, msgType : 19
[DEBUG] [2023-01-31 16:55:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : baa655467b9b4d81a925c8b7d87e59da, msgType : 19
[DEBUG] [2023-01-31 16:55:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9a2ce5eeeaea4dea9bd55dde22c01e7d, msgType : 19
[DEBUG] [2023-01-31 16:55:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8c65b2af441b49dc908f748348d0d58f, msgType : 19
[DEBUG] [2023-01-31 16:55:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 742e4d91ad6743e68baf348d7e0463f4, msgType : 19
[DEBUG] [2023-01-31 16:55:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : acc548b0f1e84416b9edacf344ab25af, msgType : 19
[DEBUG] [2023-01-31 16:55:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fbb98d54cd1347e590e53a9f25d81039, msgType : 19
[DEBUG] [2023-01-31 16:55:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5f1ce68b3d4a454ab695e3293a7d405a, msgType : 19
[DEBUG] [2023-01-31 16:55:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d8af32a3a43e42cd8b1f50f1d35a4af2, msgType : 19
[DEBUG] [2023-01-31 16:55:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 361e6f78a36a471985e6f7226339ec1e, msgType : 19
[DEBUG] [2023-01-31 16:55:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 43437dc4fae54f23aa366dbd398acee9, msgType : 19
[DEBUG] [2023-01-31 16:55:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2e6784307a7446308e7b3a9251b6765e, msgType : 19
[DEBUG] [2023-01-31 16:55:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 688500ac0e1642b7a9ad1c8bb6ee5d00, msgType : 19
[DEBUG] [2023-01-31 16:55:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 05ffde68be9349669e3573c38fb16444, msgType : 19
[DEBUG] [2023-01-31 16:55:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d81af6c6ce1e4bf58532bf132c40625e, msgType : 19
[DEBUG] [2023-01-31 16:55:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 25c1f79033864a4c8a589c983642214d, msgType : 19
[DEBUG] [2023-01-31 16:55:55] NioEventLoop.run(505) | Selector.select() returned prematurely 3 times in a row for Selector io.netty.channel.nio.SelectedSelectionKeySetSelector@fca4c3f.
[DEBUG] [2023-01-31 16:55:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d56dd513303644858dd553e305411d4c, msgType : 19
[DEBUG] [2023-01-31 16:55:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 15dda596a2134fb3923c138f21607d23, msgType : 19
[DEBUG] [2023-01-31 16:55:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5eac5ec571c6426c9345079ec1261bf7, msgType : 19
[DEBUG] [2023-01-31 16:55:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 449f64b04700464a8744bab9911bde4f, msgType : 19
[DEBUG] [2023-01-31 16:55:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2ad47fd195774fababc39bfff3d430fa, msgType : 19
[DEBUG] [2023-01-31 16:56:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5a6e34e6cf8d482fa2b119d56a4454a8, msgType : 19
[DEBUG] [2023-01-31 16:56:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 99684e17fb10404fbe3318cfffa0ed68, msgType : 19
[DEBUG] [2023-01-31 16:56:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e73b80289a324bfe8e04904c680a5a7b, msgType : 19
[DEBUG] [2023-01-31 16:56:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 32fdfc74ba8646caa31d77ea7f8fe42a, msgType : 19
[DEBUG] [2023-01-31 16:56:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 528a054cb61b429d8d7438798be04f61, msgType : 19
[DEBUG] [2023-01-31 16:56:05] NioEventLoop.run(505) | Selector.select() returned prematurely 3 times in a row for Selector io.netty.channel.nio.SelectedSelectionKeySetSelector@6c21b659.
[DEBUG] [2023-01-31 16:56:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a289ed5788754139b4d09da0b8e87c74, msgType : 19
[DEBUG] [2023-01-31 16:56:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 01fd9dd21a1d478c90f632c06fe25720, msgType : 18
[DEBUG] [2023-01-31 16:56:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0a1b46422a7d420b9205b7894b994858, msgType : 18
[DEBUG] [2023-01-31 16:56:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 371f9a7580764f78af796cae3e73b72b, msgType : 19
[DEBUG] [2023-01-31 16:56:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : df5cec612d1b4dd5802c8cae5ded197c, msgType : 19
[DEBUG] [2023-01-31 16:56:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6c321ae67a664609b80804082ca90cbb, msgType : 19
[DEBUG] [2023-01-31 16:56:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d1fc03a9ecdd4b47910e6c9b11280eca, msgType : 19
[DEBUG] [2023-01-31 16:56:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 398d4ef3da53404199b41b96ed81d7d9, msgType : 19
[DEBUG] [2023-01-31 16:56:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b27764dc8310453fa12a40a546f09050, msgType : 19
[DEBUG] [2023-01-31 16:56:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a3fa4103a33e488f9f5deb859bd03590, msgType : 19
[DEBUG] [2023-01-31 16:56:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0e87d1c3b23743359f62493a69ae64e1, msgType : 19
[DEBUG] [2023-01-31 16:56:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 22f67bad8b7b4c8ab7981d015795ea02, msgType : 19
[DEBUG] [2023-01-31 16:56:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e3c1867f9ce74373887c75e7b7ccfb38, msgType : 19
