[DEBUG] [2023-01-31 20:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ed73a0cc8caa4d75917169080037e87c, msgType : 19
[DEBUG] [2023-01-31 20:52:04] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 146, groupId: 1
[DEBUG] [2023-01-31 20:52:04] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 146, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:04] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 146, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 147, groupId: 1
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 147, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 147, groupId: 1
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 147, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2dbf7741543b43bc839d2047874e704b, msgType : 19
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9518b308f8014b3da53cd2f1263ab6ec, msgType : 19
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b6e6c9644dfa45c1a832d16032ea4f97, msgType : 18
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 31e0d79909b94b0fa56c993643309f1f, msgType : 18
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 148, groupId: 1
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 148, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:05] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 148, groupId: 1
[DEBUG] [2023-01-31 20:52:05] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 148, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 149, groupId: 1
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 149, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 149, groupId: 1
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 149, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 150, groupId: 1
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 150, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 150, groupId: 1
[DEBUG] [2023-01-31 20:52:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 150, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5a7edcbd67c54daaa6ed2dff8e9565e7, msgType : 19
[DEBUG] [2023-01-31 20:52:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e281dbaf4ca242698e6613f12eb20096, msgType : 19
[DEBUG] [2023-01-31 20:52:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0bdded08c1eb4b608c7c069e2f93e685, msgType : 19
[DEBUG] [2023-01-31 20:52:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 004d36b4ff674a449d86b6cb58a1cc66, msgType : 19
[DEBUG] [2023-01-31 20:52:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 018c2434825b442e9a32994acbc09090, msgType : 19
[DEBUG] [2023-01-31 20:52:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2ce7250ec6ff4342b063c3c5bb7c7600, msgType : 19
[DEBUG] [2023-01-31 20:52:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5814db6a9bd44d77883250aa9f47ab34, msgType : 19
[DEBUG] [2023-01-31 20:52:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 78d9dd6a523741a8995136c6cb2496af, msgType : 19
[DEBUG] [2023-01-31 20:52:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7198c1cb42304bc88ffaab985012ff2e, msgType : 19
[DEBUG] [2023-01-31 20:52:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4ddd7c097e2b4cfdb753ba74a481bbf2, msgType : 19
[DEBUG] [2023-01-31 20:52:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3bc8354f1aa2482ba64a1db7780f2204, msgType : 19
[DEBUG] [2023-01-31 20:52:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cc477c61cf6149b1a0e394ef38262605, msgType : 19
[DEBUG] [2023-01-31 20:52:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 702d2798678a4adf992caa95e0b321be, msgType : 19
[DEBUG] [2023-01-31 20:52:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 41b05317ece5449f855b3193fe4f8aa1, msgType : 19
[DEBUG] [2023-01-31 20:52:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 856fbd2d9c804ed9a1dd18d4cd186fb9, msgType : 19
[DEBUG] [2023-01-31 20:52:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ae20e8948fa24d70938573d9fcf359fa, msgType : 19
[DEBUG] [2023-01-31 20:52:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : dda94688b0554400a21b093d58f9f972, msgType : 19
[DEBUG] [2023-01-31 20:52:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e493b82377104b8db3606b295073acf2, msgType : 19
[DEBUG] [2023-01-31 20:52:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d4875753cbea478fa827694a1171c06c, msgType : 19
[DEBUG] [2023-01-31 20:52:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 93fe396e08b24a1a814d3504d2fb6d95, msgType : 19
[DEBUG] [2023-01-31 20:52:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7d0ae6298f3c455ea45ff4ef1e7909b6, msgType : 19
[DEBUG] [2023-01-31 20:52:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4df0c21569e745a0a6c62d6b2e3ee0e7, msgType : 19
[DEBUG] [2023-01-31 20:52:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 30c7be619bc04f068f9c7b3349c25e50, msgType : 19
[DEBUG] [2023-01-31 20:52:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4be67a384a94416998b20286a4337b90, msgType : 19
[DEBUG] [2023-01-31 20:52:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0f00897edf9140fd8fd3522143618ad1, msgType : 19
[DEBUG] [2023-01-31 20:52:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ef1ca8a35dec41d6ac3109b7ca936e38, msgType : 19
[DEBUG] [2023-01-31 20:52:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 678ec7ff10224d23aef40a3843a0ed9d, msgType : 19
[DEBUG] [2023-01-31 20:52:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 13b7d6f27ad449798938d79fc0e13de8, msgType : 19
[DEBUG] [2023-01-31 20:52:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d86564e70ce2438989fe29888e13f689, msgType : 19
[DEBUG] [2023-01-31 20:52:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1b3787c6ccac4a2d975352187d4027d9, msgType : 19
[DEBUG] [2023-01-31 20:52:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : edccfd317884499ebfe14d3b243c9a37, msgType : 19
[DEBUG] [2023-01-31 20:52:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2ebc30f8def44b21acd0d25bc8e80369, msgType : 19
[DEBUG] [2023-01-31 20:52:39] NioEventLoop.run(505) | Selector.select() returned prematurely 5 times in a row for Selector io.netty.channel.nio.SelectedSelectionKeySetSelector@6c21b659.
[DEBUG] [2023-01-31 20:52:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 114678c925064a938bd7eb7492b4383f, msgType : 19
[DEBUG] [2023-01-31 20:52:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5c673c3fedb04ee1bdb3147c0bcda187, msgType : 19
[DEBUG] [2023-01-31 20:52:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 026e0d4abf6e4d50aa6e46e8e54472c8, msgType : 19
[DEBUG] [2023-01-31 20:52:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b865e40553534e608085a073becf02e8, msgType : 19
[DEBUG] [2023-01-31 20:52:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 32cbe341e1ca43adb33aa62457a30e73, msgType : 19
[DEBUG] [2023-01-31 20:52:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e53c0d3b01d9445ebbc9cf66c45a1d59, msgType : 19
[DEBUG] [2023-01-31 20:52:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 84187461dade408181ae78eed1662002, msgType : 19
[DEBUG] [2023-01-31 20:52:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 825dffec302449d3a3dc4f2e57c78c1d, msgType : 19
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 151, groupId: 1
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 151, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 151, groupId: 1
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 151, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9f47a8a152f446c28bf34c534ba68e07, msgType : 19
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1d91affc36774b8c8a27a8d6a5bb8779, msgType : 19
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 152, groupId: 1
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 152, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:47] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 152, groupId: 1
[DEBUG] [2023-01-31 20:52:47] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 152, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 153, groupId: 1
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 153, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 153, groupId: 1
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 153, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 154, groupId: 1
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 154, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:48] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 154, groupId: 1
[DEBUG] [2023-01-31 20:52:48] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 154, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 155, groupId: 1
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 155, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 155, groupId: 1
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 155, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0dcb39969720407b831740555584d47f, msgType : 19
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5364a0a87902440888fc57bb760337b7, msgType : 19
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 156, groupId: 1
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 156, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:49] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 156, groupId: 1
[DEBUG] [2023-01-31 20:52:49] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 156, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 157, groupId: 1
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 157, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 157, groupId: 1
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 157, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 158, groupId: 1
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 158, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:50] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 158, groupId: 1
[DEBUG] [2023-01-31 20:52:50] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 158, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2023-01-31 20:52:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 89c60d8427d14be49291083a2115208e, msgType : 19
[DEBUG] [2023-01-31 20:52:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bab8acb85118400292583c3611d7ee95, msgType : 19
[DEBUG] [2023-01-31 20:52:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2023-01-31 20:52:51] ChannelMsgHandler.onMessage(156) |  call 
